"Ticker","Cluster","Qtr","Revenue","Cost.of.Rev","Net.Income","Diluted.EPS","EBIT"
"TTMI",5,"7647",601.85,504.2,18.55,0.17,34.6800000000001
"TTMI",5,"7648",641.72,532.16,25.58,0.21,50.23
"TTMI",5,"7649",583.26,499.69,-7.26,-0.04,18.9
"TTMI",5,"7650",625.25,520.23,32.96,0.26,52.5700000000001
"TTMI",5,"7651",706.53,573.69,-2,0.3,21.88
"TTNP",2,"7652",0.04,0,-2.33,-0.11,-3.25
"TTNP",2,"7653",0.03,0,-2.62,-0.12,-2.61
"TTNP",2,"7654",15,0,11.93,0.55,12.04
"TTNP",2,"7655",0.04,0,-3,-0.14,-3.44
"TTNP",2,"7656",0,0,-1.85,-0.09,-1.83
"TTOO",2,"7657",0.94,1.63,-14.7,-0.48,-13.15
"TTOO",2,"7658",0.91,2.17,-14.55,-0.48,-12.9
"TTOO",2,"7659",0.94,1.63,-14.7,-0.48,-13.15
"TTOO",2,"7660",0.91,2.17,-14.55,-0.48,-12.9
"TTOO",2,"7661",1.08,1.89,-12.78,-0.51,-11.95
"TTOO",2,"7662",0.99,1.78,-14.05,-0.58,-13.3
"TTOO",2,"7663",1.1,1.03,-13.43,-0.55,-12.72
"TTOO",2,"7664",1.08,1.89,-12.78,-0.51,-11.95
"TTOO",2,"7665",0.99,1.78,-14.05,-0.58,-13.3
"TTOO",2,"7666",1.1,1.03,-13.43,-0.55,-12.72
"TTPH",7,"7667",1.49,0,-29.46,-0.79,-29.59
"TTPH",7,"7668",1.24,0,-17.17,-0.47,-17.26
"TTPH",7,"7669",1.96,0,-16.74,-0.46,-16.82
"TTPH",7,"7670",1.09,0,-22.46,-0.61,-22.56
"TTPH",7,"7671",0.85,0,-21.11,-0.58,-21.2
"TTWO",1,"7672",571.56,314.9,99.28,0.91,111.51
"TTWO",1,"7673",377.21,209.46,46.4,0.72,44.58
"TTWO",1,"7674",476.47,311.07,-29.84,-0.27,-28.41
"TTWO",1,"7675",420.17,205.6,36.43,0.41,47.2
"TTWO",1,"7676",311.55,191.38,-38.57,-0.37,-38.99
"TUBE",2,"7677",56.08,19.24,-12.43,-0.34,-11.11
"TUBE",2,"7678",46.48,15.34,-3.75,-0.11,-2.99
"TUBE",2,"7679",55.43,16.83,-3.82,-0.11,-3.42
"TUBE",2,"7680",42.08,11.67,-8.26,-0.23,-8.62
"TUBE",2,"7681",58.45,19.25,-1.5,-0.04,-0.68
"TUES",8,"7682",222.81,143.84,-3.85,-0.09,-6.28
"TUES",8,"7683",211.38,133.9,-5.24,-0.12,-5.93000000000001
"TUES",8,"7684",328.14,222.16,8.43,0.19,8.76999999999998
"TUES",8,"7685",211.89,134.55,-8.86,-0.2,-9.24000000000001
"TUES",8,"7686",203,135.84,-14.8,-0.34,-14.68
"TUMI",4,"7687",147.52,61.34,13.2,0.19,20.77
"TUMI",4,"7688",118.34,48.99,7.9,0.08,11.24
"TUMI",4,"7689",167.66,66.97,25.05,0.37,38.92
"TUMI",4,"7690",131.01,51.69,14.87,0.22,23.12
"TUMI",4,"7691",138.52,56.91,16.72,0.25,25.28
"TVPT",1,"7692",545.43,339.83,-5.77,0.16,20.04
"TVPT",1,"7693",650.76,386.84,56.11,0.45,98.87
"TVPT",1,"7694",590.76,351.53,20.84,0.17,61.28
"TVPT",1,"7695",605.9,376.61,-14.83,-0.11,35.0799999999999
"TVPT",1,"7696",609.26,362.68,16.59,0.13,79.87
"TWI",5,"7697",306.19,273.22,-9.95,-0.21,-8.25999999999999
"TWI",5,"7698",330.21,285.14,-1.9,-0.07,3.94999999999999
"TWI",5,"7699",307.29,274.75,-12.98,-0.26,-9.08999999999997
"TWI",5,"7700",357.5,317.77,-11.45,-0.18,-7.06
"TWI",5,"7701",321.79,293.5,-12.74,-0.36,-11.54
"TWOU",2,"7702",51.96,19.02,-6.76,-0.14,-6.8
"TWOU",2,"7703",49.11,19.1,-8.34,-0.18,-8.42
"TWOU",2,"7704",47.44,16.79,-3.38,-0.07,-3.45
"TWOU",2,"7705",57.35,19.36,-2.21,-0.05,-2.37
"TWOU",2,"7706",64.83,20.13,-3.44,-0.07,-3.63
"TXMD",7,"7707",5.54,1.24,-25.02,-0.13,-25.12
"TXMD",7,"7708",3.99,0.66,-21.16,-0.11,-21.28
"TXMD",7,"7709",4.49,0.71,-22.84,-0.12,-22.94
"TXMD",7,"7710",4.4,1.13,-21.09,-0.11,-21.21
"TXMD",7,"7711",4.93,1.11,-20.93,-0.11,-20.97
"TXRH",1,"7712",567.69,184.19,34.31,0.48,49.0300000000001
"TXRH",1,"7713",484.71,162.64,20.73,0.29,30.84
"TXRH",1,"7714",508.81,171.55,33.6,0.47,49.78
"TXRH",1,"7715",515.56,173.13,35.59,0.5,52.8099999999999
"TXRH",1,"7716",481.64,161.89,25.68,0.36,38.47
"TYPE",7,"7717",52.47,9.66,-1.07,-0.03,0.0799999999999983
"TYPE",7,"7718",98.58,18.17,12.01,0.29,19.39
"TYPE",7,"7719",49.84,9.45,5.36,0.13,9.38
"TYPE",7,"7720",52.64,9.55,0.45,0.01,1.26
"TYPE",7,"7721",52.23,9.86,2.42,0.06,5.76
"UAM",3,"7722",346.08,0,22.81,0.22,5.69999999999999
"UAM",3,"7723",349.29,0,0.19,0.02,10.51
"UAM",3,"7724",329.58,0,-161.56,-0.12,-4.93000000000001
"UAM",3,"7725",340.88,0,-18.5,-0.31,-14.07
"UAM",3,"7726",343.39,0,50.88,-0.14,-4.09000000000003
"UBA",3,"7727",28.28,8.62,8.61,0.14,11.44
"UBA",3,"7728",29.17,9.5,8.34,0.14,11.22
"UBA",3,"7729",29.99,10.23,27.67,0.12,10.99
"UBA",3,"7730",28.97,10,6.98,0.09,9.78
"UBA",3,"7731",31.9,9.76,10.32,0.18,13.16
"UBNK",7,"7732",0,0,14.55,0.29,0
"UBNK",7,"7733",0,0,14.16,0.28,0
"UBNK",7,"7734",0,0,13.73,0.27,0
"UBNK",7,"7735",0,0,11.89,0.27,0
"UBNK",7,"7736",0,0,9.06,0.18,0
"UBNT",9,"7737",218.36,119.27,64.43,0.77,73.41
"UBNT",9,"7738",213.54,118.4,60.61,0.72,69.8
"UBNT",9,"7739",167.43,84.94,52.7,0.62,60.13
"UBNT",9,"7740",204.76,106.45,71.79,0.86,74.91
"UBNT",9,"7741",185.68,95.92,57.71,0.69,65.65
"UBSH",4,"7742",0,0,19.12,0.44,0
"UBSH",4,"7743",0,0,19.34,0.44,0
"UBSH",4,"7744",0,0,16.96,0.38,0
"UBSH",4,"7745",0,0,20.78,0.48,0
"UBSH",4,"7746",0,0,20.4,0.47,0
"UBSI",4,"7747",0,0,38.81,0.48,0
"UBSI",4,"7748",0,0,39.11,0.51,0
"UBSI",4,"7749",0,0,31.79,0.44,0
"UBSI",4,"7750",0,0,34.71,0.5,0
"UBSI",4,"7751",0,0,41.48,0.54,0
"UCBI",4,"7752",0,0,23.52,0.34,0
"UCBI",4,"7753",0,0,27.22,0.39,0
"UCBI",4,"7754",0,0,22.3,0.33,0
"UCBI",4,"7755",0,0,25.87,0.39,0
"UCBI",4,"7756",0,0,25.27,0.36,0
"UCFC",3,"7757",0,0,1.54,0.11,0
"UCFC",3,"7758",0,0,5.03,0.12,0
"UCFC",3,"7759",0,0,5.15,0.11,0
"UCFC",3,"7760",0,0,8.65,0.18,0
"UCFC",3,"7761",0,0,3.32,0.07,0
"UCFC",3,"7762",0,0,5.03,0.12,0
"UCFC",3,"7763",0,0,5.15,0.11,0
"UCFC",3,"7764",0,0,8.65,0.18,0
"UCFC",3,"7765",0,0,1.54,0.11,0
"UCFC",3,"7766",0,0,3.32,0.07,0
"UCP",2,"7767",104.57,85.17,7.15,0.88,3.67999999999999
"UCP",2,"7768",93.74,76.82,1.28,0.69,3.05999999999999
"UCP",2,"7769",94.5,77.13,1.15,0.15,3.62
"UCP",2,"7770",82.84,66.59,0.71,0.36,1.95
"UCP",2,"7771",68.22,56.67,0.1,0.01,0.200000000000003
"UCTT",7,"7772",146.15,122.66,2.61,0.08,6.70000000000002
"UCTT",7,"7773",204.59,167.1,14.34,0.42,19.77
"UCTT",7,"7774",174.54,144.84,9.95,0.29,12.66
"UCTT",7,"7775",129.83,110.81,0.72,0.02,3.72000000000001
"UCTT",7,"7776",112.23,97.66,-3.24,-0.1,-0.700000000000003
"UE",6,"7777",126.06,29.43,50.59,0.55,68.04
"UE",6,"7778",83.48,27.93,19.04,0.2,33.43
"UE",6,"7779",79.97,25.13,19.27,0.19,33.41
"UE",6,"7780",79.46,25.05,33.87,0.24,32.79
"UE",6,"7781",83.07,28.65,18.64,0.18,33.39
"UEIC",8,"7782",169.19,127.4,7.81,0.53,8.13
"UEIC",8,"7783",161.41,120.37,0.12,0.24,-0.360000000000014
"UEIC",8,"7784",160.54,119.31,3.24,0.22,6.25999999999999
"UEIC",8,"7785",150.66,113.01,2.72,0.19,3.03999999999999
"UEIC",8,"7786",170.99,127.53,6.59,0.45,7.97
"UFAB",2,"7787",47.86,36.75,2.05,0.21,3.52
"UFAB",2,"7788",43.68,34.08,1.73,0.18,2.75
"UFAB",2,"7789",44.75,33.5,2.52,0.25,4.3
"UFAB",2,"7790",39.98,30.38,1.83,0.19,3.01
"UFAB",2,"7791",42.05,32.96,0.6,0.06,1.93
"UFCS",4,"7792",222.9,0,13.33,0.52,15.89
"UFCS",4,"7793",228.99,0,26.53,1.04,37.33
"UFCS",4,"7794",219.72,0,15.5,0.61,20.32
"UFCS",4,"7795",205.31,0,22.39,0.88,29.85
"UFCS",4,"7796",223.02,0,11.72,0.46,14.39
"UFI",3,"7797",155.16,133.03,4.59,0.31,7.38
"UFI",3,"7798",159.97,136.42,9.4,0.51,12.57
"UFI",3,"7799",160.9,139.77,9.18,0.5,9.11000000000001
"UFI",3,"7800",163.86,136.39,10.24,0.56,13.89
"UFI",3,"7801",161.28,137.91,9.69,0.53,9.99000000000001
"UFPI",5,"7802",859.58,737.27,20.75,1.01,35.3100000000001
"UFPI",5,"7803",826.66,708.61,27.82,1.36,43.55
"UFPI",5,"7804",872.09,740.61,33.4,1.64,53.6600000000001
"UFPI",5,"7805",846.13,725.39,21.06,1.03,33.8200000000001
"UFPI",5,"7806",682.15,579.41,19.21,0.94,31.91
"UFPT",2,"7807",36.51,28.32,1.49,0.23,2.26
"UFPT",2,"7808",37.05,27.54,2.17,0.3,3.2
"UFPT",2,"7809",34.5,26.78,1.07,0.16,1.7
"UFPT",2,"7810",37.22,27.09,2.67,0.37,4.08
"UFPT",2,"7811",37.9,27.18,2.73,0.38,4.19
"UHT",7,"7812",17.75,4.71,31.56,2.33,31.56
"UHT",7,"7813",17.59,4.62,4.45,0.33,4.44
"UHT",7,"7814",16.23,4.4,4.43,0.34,4.43
"UHT",7,"7815",16.46,4.54,4.52,0.34,4.52
"UHT",7,"7816",16.8,4.66,3.82,0.31,3.82
"UIHC",2,"7817",120.92,0,9.84,0.45,15.21
"UIHC",2,"7818",107.56,0,2.95,0.14,4.33
"UIHC",2,"7819",122.63,0,3.9,0.18,5.94
"UIHC",2,"7820",131.43,0,-10.52,-0.49,-17.58
"UIHC",2,"7821",127.2,0,3.42,0.16,5.04000000000001
"UIS",1,"7822",664.5,544.3,-32.7,-0.65,-2.70000000000005
"UIS",1,"7823",721.7,561.5,-1.2,-0.02,35.5
"UIS",1,"7824",683.3,561.7,-28.2,-0.56,-9.80000000000007
"UIS",1,"7825",748.9,570.6,21.6,0.43,49.5
"UIS",1,"7826",666.8,568.3,-39.9,-0.8,-27.6
"ULH",9,"7827",284.44,206.77,4.32,0.15,9.17000000000002
"ULH",9,"7828",264.05,192.31,2.72,0.1,5.85000000000002
"ULH",9,"7829",260.39,185.68,7.48,0.26,13.93
"ULH",9,"7830",271.49,197.09,5,0.18,10.02
"ULH",9,"7831",276.81,197.36,9.05,0.32,16.77
"UMBF",9,"7832",0,0,73.92,1.5,0
"UMBF",9,"7833",0,0,44.18,0.89,0
"UMBF",9,"7834",0,0,42.93,0.87,0
"UMBF",9,"7835",0,0,41.95,0.85,0
"UMBF",9,"7836",0,0,36.4,0.74,0
"UMH",7,"7837",25.36,12.52,3.2,-0.02,3.79
"UMH",7,"7838",25.21,12.88,3.05,-0.02,4.03
"UMH",7,"7839",26.45,12.98,2.29,-0.05,3.96
"UMH",7,"7840",25.14,11.83,3.38,-0.01,4.51
"UMH",7,"7841",26.45,12.98,2.29,-0.05,3.96
"UMH",7,"7842",25.14,11.83,3.38,-0.01,4.51
"UMH",7,"7843",25.36,12.52,3.2,-0.02,3.79
"UMH",7,"7844",25.21,12.88,3.05,-0.02,4.03
"UMH",7,"7845",23.5,11.87,1.91,-0.03,3.62
"UMH",7,"7846",23.5,11.87,1.91,-0.03,3.62
"UMPQ",9,"7847",0,0,46,0.21,0
"UMPQ",9,"7848",0,0,54.29,0.26,0
"UMPQ",9,"7849",0,0,47.57,0.23,0
"UMPQ",9,"7850",0,0,69.28,0.32,0
"UMPQ",9,"7851",0,0,61.81,0.29,0
"UNB",2,"7852",0,0,2.27,0.51,0
"UNB",2,"7853",0,0,2.14,0.48,0
"UNB",2,"7854",0,0,1.93,0.43,0
"UNB",2,"7855",0,0,2.35,0.53,0
"UNB",2,"7856",0,0,1.76,0.39,0
"UNF",5,"7857",363.77,223.22,35.49,1.75,56.76
"UNF",5,"7858",367.8,224.93,30.14,1.49,47.92
"UNF",5,"7859",391.43,249.28,22.52,1.1,36.15
"UNF",5,"7860",386.11,238.76,28.21,1.38,45.76
"UNF",5,"7861",363.1,229.67,23.5,1.16,38.2
"UNFI",1,"7862",2369.56,2003.19,36.59,0.77,64.9499999999998
"UNFI",1,"7863",2213.82,1868.36,34.68,0.7,62.48
"UNFI",1,"7864",2132.1,1809.67,38.27,0.76,66.0099999999998
"UNFI",1,"7865",2285.52,1940.57,25.48,0.5,46.27
"UNFI",1,"7866",2278.36,1929.35,29.22,0.58,53.3299999999999
"UNFI",1,"7867",2369.56,2003.19,36.59,0.77,64.9499999999998
"UNFI",1,"7868",2285.52,1940.57,25.48,0.5,46.27
"UNFI",1,"7869",2278.36,1929.35,29.22,0.58,53.3299999999999
"UNFI",1,"7870",2213.82,1868.36,34.68,0.7,62.48
"UNFI",1,"7871",2132.1,1809.67,38.27,0.76,66.0099999999998
"UNT",9,"7872",138.31,137.81,-72.14,-0.48,-81.7
"UNT",9,"7873",136.18,148,-41.15,-0.33,-58.17
"UNT",9,"7874",153.41,130.78,-24.02,0.16,-35.59
"UNT",9,"7875",175.72,143.07,15.93,0.3,24.52
"UNT",9,"7876",174.28,137.72,1.68,0.02,30.97
"UNTD",2,"7877",40.11,18.42,2.52,0.17,3.05
"UNTD",2,"7878",36.29,14.73,25.95,0.06,2.7
"UNTD",2,"7879",18.44,7.9,-38.87,-0.19,-2.91
"UNTD",2,"7880",49.91,17.28,-0.86,-0.05,-0.300000000000004
"UNTD",2,"7881",74.72,29.65,1.5,0.06,1.34999999999999
"UNVR",1,"7882",2262.5,1817.1,39.8,0.34,75.4000000000001
"UNVR",1,"7883",1998.8,1559.4,22.6,0.24,69.0999999999999
"UNVR",1,"7884",1812.5,1399.2,-59.2,-0.44,2.90000000000009
"UNVR",1,"7885",1999.7,1561.6,-63,0.19,-64.9999999999998
"UNVR",1,"7886",1999,1568.7,14,0.12,73.0999999999999
"USAK",7,"7887",101.67,48.18,-4.89,-0.57,-6.39999999999999
"USAK",7,"7888",110.62,46.59,-1.81,0.14,-2.36
"USAK",7,"7889",103.14,47.99,-3.81,-0.28,-4.63
"USAK",7,"7890",105.46,48.15,-0.73,-0.11,0.039999999999992
"USAK",7,"7891",109.89,49.42,-1.35,-0.17,-0.549999999999997
"USAK",7,"7892",101.67,48.18,-4.89,-0.57,-6.39999999999999
"USAK",7,"7893",103.14,47.99,-3.81,-0.28,-4.63
"USAK",7,"7894",105.46,48.15,-0.73,-0.11,0.039999999999992
"USAK",7,"7895",109.89,49.42,-1.35,-0.17,-0.549999999999997
"USAK",7,"7896",110.62,46.59,-1.81,0.14,-2.36
"USAT",2,"7897",21.59,15.42,-2.46,-0.07,-0.949999999999999
"USAT",2,"7898",21.94,16.16,-0.87,-0.02,-1.58
"USAT",2,"7899",26.46,19.84,0.14,0,0.420000000000002
"USAT",2,"7900",21.76,15.42,0.23,0.01,0.240000000000002
"USAT",2,"7901",20.36,14.69,-5.42,-0.16,-0.600000000000001
"USCR",9,"7902",318.78,247.89,-15.59,-1.01,23.76
"USCR",9,"7903",328.59,253.48,37.96,2.3,36.16
"USCR",9,"7904",299.13,235.76,6.88,0.42,21.28
"USCR",9,"7905",245.04,198.76,-10.03,-0.66,10.13
"USCR",9,"7906",275.75,222.22,-3.48,0.3,5.08999999999997
"USLM",2,"7907",32.88,25.64,3.69,0.66,4.91
"USLM",2,"7908",36.15,27.91,4.62,0.83,5.81
"USLM",2,"7909",34.17,26.73,3.92,0.7,5.04
"USLM",2,"7910",38.65,28.08,6.08,1.09,8.09
"USLM",2,"7911",33.59,25.74,4.07,0.73,5.45
"USMD",2,"7912",81.77,0,-4.04,-0.35,-7.35000000000001
"USMD",2,"7913",81.39,0,-2.64,-0.25,-4.40000000000001
"USMD",2,"7914",81.6,0,8.7,0.78,-5.22
"USMD",2,"7915",81.84,0,-2.11,-0.2,-2.91
"USMD",2,"7916",84.77,0,-3.54,-0.34,-3.16000000000001
"USNA",9,"7917",255.32,42.65,21.36,0.86,32.88
"USNA",9,"7918",240.45,42.92,22.3,0.89,33.51
"USNA",9,"7919",252.9,46.32,21.88,0.87,31.84
"USNA",9,"7920",254.22,44.98,30.1,1.2,35.83
"USNA",9,"7921",258.51,45.97,25.76,1.03,37.45
"USPH",7,"7922",90.86,71.99,2.44,0.2,10.95
"USPH",7,"7923",86.72,65.13,4.33,0.35,12.61
"USPH",7,"7924",88.34,68.67,5.71,0.46,12.05
"USPH",7,"7925",90.43,67.34,7.07,0.57,15.03
"USPH",7,"7926",86.91,66.4,5.33,0.43,11.49
"UTEK",2,"7927",51.31,27.09,4.32,0.16,4.2
"UTEK",2,"7928",48.61,25.18,5.46,0.2,2.71
"UTEK",2,"7929",57.41,30.93,2.97,0.11,3.09999999999999
"UTEK",2,"7930",48.92,26.01,2.61,0.1,2.59
"UTEK",2,"7931",45.21,27.04,-1.15,-0.04,-1.38
"UTL",4,"7932",126,64.3,12.4,0.89,26.1
"UTL",4,"7933",104.3,48.9,10.2,0.73,21.3
"UTL",4,"7934",125.8,68.2,10.9,0.78,23.4
"UTL",4,"7935",78.8,35.7,3.5,0.25,11.1
"UTL",4,"7936",74.5,32.8,2.5,0.18,9.5
"UTMD",2,"7937",10.26,3.72,3.54,0.95,4.73
"UTMD",2,"7938",8.85,3.41,2.72,0.73,3.62
"UTMD",2,"7939",9.65,3.88,2.94,0.78,3.93
"UTMD",2,"7940",10.49,4.24,3.26,0.86,4.32
"UTMD",2,"7941",10.3,4.08,3.22,0.85,4.31
"UVE",8,"7942",174.87,0,31.2,0.86,47.37
"UVE",8,"7943",169.8,0,33.65,0.94,54.89
"UVE",8,"7944",164.45,0,25.23,0.71,41.1
"UVE",8,"7945",178.6,0,13.65,0.38,22.72
"UVE",8,"7946",172.44,0,26.88,0.75,44.17
"UVSP",7,"7947",0,0,0.06,0.35,0
"UVSP",7,"7948",0,0,10.86,0.41,0
"UVSP",7,"7949",0,0,6.92,0.34,0
"UVSP",7,"7950",0,0,12.53,0.56,0
"UVSP",7,"7951",0,0,7.29,0.38,0
"UVV",1,"7952",650.03,530.85,32.87,-3.68,59.8199999999999
"UVV",1,"7953",668.77,533.32,53.65,1.79,83.21
"UVV",1,"7954",456.94,369.1,25.26,0.86,43.33
"UVV",1,"7955",803.98,663.04,47.96,1.39,80.4400000000001
"UVV",1,"7956",668.77,533.32,53.65,1.79,83.21
"UVV",1,"7957",456.94,369.1,25.26,0.86,43.33
"UVV",1,"7958",295.48,243.28,-5.48,-0.4,-8
"UVV",1,"7959",650.03,530.85,32.87,-3.68,59.8199999999999
"UVV",1,"7960",295.48,243.28,-5.48,-0.4,-8
"UVV",1,"7961",803.98,663.04,47.96,1.39,80.4400000000001
"VA",5,"7962",364.01,114.6,17.45,0.39,31.93
"VA",5,"7963",391.46,160.89,190.91,4.29,20.33
"VA",5,"7964",410.88,133.57,71.86,1.61,73.87
"VA",5,"7965",445.19,124.47,51.8,1.15,90.66
"VA",5,"7966",425.73,122.18,38.1,0.85,69.17
"VAC",1,"7967",487.49,213.29,33.7,1.21,53.56
"VAC",1,"7968",429.94,186.77,36.31,1.26,54.49
"VAC",1,"7969",419.17,187.64,24.41,0.82,44.68
"VAC",1,"7970",549.26,219.73,49.82,1.81,83.37
"VAC",1,"7971",406.99,182.67,26.81,0.97,42.73
"VALU",2,"7972",8.65,2.13,1.45,0.15,-0.209999999999999
"VALU",2,"7973",8.6,2,1.91,0.2,0.56
"VALU",2,"7974",8.65,2.35,1.48,0.15,0.0199999999999996
"VALU",2,"7975",8.52,2.47,6.36,0.13,8.14
"VALU",2,"7976",8.48,2.69,1.27,0.13,-0.459999999999999
"VASC",2,"7977",41.77,14.86,5.44,0.31,7.23
"VASC",2,"7978",36.95,12.15,2.97,0.16,4.36
"VASC",2,"7979",38.09,12.84,1.56,0.09,0.170000000000002
"VASC",2,"7980",41.19,14.31,5.4,0.31,6.86
"VASC",2,"7981",39.38,13.6,-0.26,-0.01,-0.890000000000001
"VBTX",7,"7982",0,0,3.1,0.2,0
"VBTX",7,"7983",0,0,3.17,0.29,0
"VBTX",7,"7984",0,0,2.81,0.26,0
"VBTX",7,"7985",0,0,3.19,0.28,0
"VBTX",7,"7986",0,0,3.38,0.31,0
"VCRA",2,"7987",36.01,14.6,-9.78,-0.36,-9.31
"VCRA",2,"7988",33.76,12.29,-1.2,-0.04,-1.26000000000001
"VCRA",2,"7989",36.3,15.56,-6.64,-0.24,-6.47000000000001
"VCRA",2,"7990",31.15,12.08,-2.71,-0.1,-2.73
"VCRA",2,"7991",26.78,10.1,-3.58,-0.14,-3.65
"VCYT",2,"7992",18.26,6.51,-4.4,-0.14,-3.67
"VCYT",2,"7993",16.43,6.3,-8.22,-0.24,-7.52
"VCYT",2,"7994",18.6,6.37,-5.64,-0.2,-4.89
"VCYT",2,"7995",14.68,6.3,-11.24,-0.4,-10.49
"VCYT",2,"7996",13.55,6.28,-10.07,-0.36,-9.75
"VDSI",2,"7997",47.6,21.49,5.01,0.13,2.19
"VDSI",2,"7998",43.65,11.55,0.48,0.01,0.909999999999997
"VDSI",2,"7999",41.97,12.05,0.57,0.01,0.310000000000002
"VDSI",2,"8000",54.29,15.77,2.83,0.07,3.38
"VDSI",2,"8001",46.77,14.66,2.2,0.06,3.12
"VEC",4,"8002",307.89,280.64,6.05,0.55,11.29
"VEC",4,"8003",290.06,264.7,6.67,0.6,11.65
"VEC",4,"8004",288.16,261.56,4.41,0.4,8.55000000000001
"VEC",4,"8005",283.78,257.69,6.61,0.6,11.16
"VEC",4,"8006",310.68,283.71,6.59,0.61,11.81
"VECO",3,"8007",94.39,60.19,1.09,0.06,-5.84
"VECO",3,"8008",93.61,57.6,-5,-0.1,-5.15000000000001
"VECO",3,"8009",85.48,52.03,-69.6,-0.82,-68.72
"VECO",3,"8010",75.35,43.91,-32.08,-0.56,-31.25
"VECO",3,"8011",78.01,46.05,-15.53,-0.4,-15.27
"VG",6,"8012",246.76,96.54,0,0.02,5.20999999999998
"VG",6,"8013",243.35,94.89,5.91,0.04,5.13
"VG",6,"8014",248.36,95.97,9.08,0.01,15.03
"VG",6,"8015",233.68,84.43,0.9,0.03,5.39000000000001
"VG",6,"8016",226.82,78.22,7.93,0.04,18.52
"VGR",5,"8017",415.21,275.92,-4.23,0.15,18.78
"VGR",5,"8018",459.1,303.44,23.18,0.17,69.31
"VGR",5,"8019",438.27,283.63,24.02,0.19,69.75
"VGR",5,"8020",380.8,236.42,19.34,0.19,57.06
"VGR",5,"8021",412.77,273.85,4.6,0.13,30.29
"VHC",2,"8022",0.4,0,-7.23,-0.13,-7.25
"VHC",2,"8023",0.38,0,-3.89,-0.07,-3.9
"VHC",2,"8024",0.38,0.88,-7.39,-0.13,-7.28
"VHC",2,"8025",0.4,0,-5.34,-0.1,-5.35
"VHC",2,"8026",0.38,0,-8.61,-0.16,-8.61
"VHI",1,"8027",426.9,308,12.7,0.04,47.8
"VHI",1,"8028",353.5,311.5,-19.5,-0.05,-26.3
"VHI",1,"8029",407.9,305.3,9.1,0.03,34.2
"VHI",1,"8030",406.8,321.5,3,0.01,21.3
"VHI",1,"8031",398.6,336.4,-8.5,-0.02,-2.39999999999998
"VIAV",5,"8032",196,79,26,0.2,-15.2
"VIAV",5,"8033",206.5,81.8,49.2,0.23,6.69999999999999
"VIAV",5,"8034",220.4,89.1,33.8,0.13,7.20000000000002
"VIAV",5,"8035",210.8,85.7,78,0.33,10.1
"VIAV",5,"8036",224.1,88,-67.9,0.04,-97.8
"VICR",2,"8037",52.94,28.47,-0.54,-0.01,-0.600000000000001
"VICR",2,"8038",54.46,30.81,-0.97,-0.02,-1.38
"VICR",2,"8039",48.09,26.59,-2.69,-0.07,-2.55
"VICR",2,"8040",53.23,27.3,2.34,0.06,2.27999999999999
"VICR",2,"8041",46.03,26.71,-5.35,-0.14,-5.43
"VIRT",5,"8042",147.29,71.88,4.58,0.12,23.88
"VIRT",5,"8043",174.18,76.75,8.38,0.23,44.41
"VIRT",5,"8044",192.64,80.36,10.35,0.28,58.7
"VIRT",5,"8045",170.65,73.86,7.23,0.32,38.6
"VIRT",5,"8046",164.81,75.13,7.03,0.19,37.88
"VIVO",7,"8047",46.81,17.36,6.28,0.15,10.09
"VIVO",7,"8048",47,17.27,5.49,0.14,8.9
"VIVO",7,"8049",54.12,20.59,9.31,0.22,14.18
"VIVO",7,"8050",50.66,17.76,8.75,0.21,13.74
"VIVO",7,"8051",51.26,17.69,9.09,0.21,15.16
"VLGEA",8,"8052",412.21,300.98,5.99,0.42,10.61
"VLGEA",8,"8053",389.69,285.04,4.11,0.29,7.44999999999999
"VLGEA",8,"8054",391.98,283.65,6.01,0.42,10.73
"VLGEA",8,"8055",387.9,281.17,5.88,0.42,10.06
"VLGEA",8,"8056",437.3,317.22,8.45,0.56,14.65
"VLY",6,"8057",0,0,46.09,0.17,0
"VLY",6,"8058",0,0,50.09,0.19,0
"VLY",6,"8059",0,0,36.19,0.14,0
"VLY",6,"8060",0,0,39.03,0.15,0
"VLY",6,"8061",0,0,42.84,0.16,0
"VNCE",7,"8062",58.05,32.45,-9.29,-0.19,-8.19
"VNCE",7,"8063",63.88,34.66,-162.15,-2.58,-62.93
"VNCE",7,"8064",67.64,39.39,-1.92,-0.05,-3.55
"VNCE",7,"8065",75.97,38.02,3.38,0.07,6.06
"VNCE",7,"8066",60.7,33.31,-1.97,-0.04,-4.25999999999999
"VNDA",2,"8067",38.24,5.27,-0.6,-0.01,-0.659999999999997
"VNDA",2,"8068",37.41,4,-7.64,-0.17,-7.91
"VNDA",2,"8069",38.48,6.99,-0.43,-0.01,-0.650000000000006
"VNDA",2,"8070",36.03,6.49,-4.62,-0.11,-4.79
"VNDA",2,"8071",33.26,5.96,-12.36,-0.29,-12.48
"VPG",2,"8072",59.79,37.27,2,0.18,3.74
"VPG",2,"8073",55.81,34.54,3,0.24,5.39
"VPG",2,"8074",56.63,36.85,0.48,0.06,0.990000000000002
"VPG",2,"8075",54.49,34.23,1.05,0.1,2.64
"VPG",2,"8076",58,36.5,1.87,0.21,1.69
"VRA",7,"8077",134.85,59.76,3.45,0.09,4.66
"VRA",7,"8078",126.66,53.75,8.78,0.24,11.4
"VRA",7,"8079",96.14,43.44,-4.05,-0.11,-4.8
"VRA",7,"8080",119.25,50.86,5.11,0.14,8.31
