"Ticker","Cluster","Qtr","Revenue","Cost.of.Rev","Net.Income","Diluted.EPS","EBIT"
"JMBA",2,"3255",19.55,3.23,-8.26,-0.49,-7.84
"JNS",1,"3256",251.4,0,30.9,0.17,61.8
"JNS",1,"3257",258.9,0,41.1,0.22,69.3
"JNS",1,"3258",251.9,0,39,0.21,67.9
"JNS",1,"3259",257.6,0,30.9,0.17,55.3
"JNS",1,"3260",248.5,0,35.1,0.19,62.6
"JOE",2,"3261",13.2,9.96,4.37,0.06,-5.26
"JOE",2,"3262",29.55,19.58,1.81,0.02,2.14
"JOE",2,"3263",20.25,12.04,8.66,0.12,-0.899999999999999
"JOE",2,"3264",18.75,12.26,2.71,0.04,-0.879999999999999
"JOE",2,"3265",27.19,18.31,2.71,0.04,1.59
"JONE",4,"3266",29.14,9.27,-23.25,-0.86,-17.89
"JONE",4,"3267",41.23,7.9,-1.39,-0.05,-13.51
"JONE",4,"3268",39.49,11.32,-28.36,-0.49,-22.86
"JONE",4,"3269",33.35,9.6,-9.85,-0.24,-20.57
"JONE",4,"3270",25.86,10.22,18.91,-1.2,56.57
"JOUT",3,"3271",149.81,84.89,13.96,0.7,20.46
"JOUT",3,"3272",93.73,57.16,4.06,0.43,0.469999999999999
"JOUT",3,"3273",134.19,79.2,9.32,0.96,15.14
"JOUT",3,"3274",74.94,46.05,-2.13,-0.22,-4.92
"JOUT",3,"3275",139.3,80.02,6.84,1.02,13.58
"JOY",5,"3276",601.99,460.58,-9.84,0.07,-4.31999999999994
"JOY",5,"3277",497.77,385.8,-0.28,0.02,-1.75
"JOY",5,"3278",656.56,506.95,-8.45,-0.05,13.17
"JOY",5,"3279",586.55,454.53,0.13,0.16,-5.17000000000007
"JOY",5,"3280",526.3,441.26,-40.22,-0.23,-45.09
"JRVR",8,"3281",176.4,0,18.45,0.61,22.1
"JRVR",8,"3282",131.33,0,12.84,0.43,16.51
"JRVR",8,"3283",169.02,0,25.67,0.85,29.29
"JRVR",8,"3284",151.37,0,21.37,0.71,24.36
"JRVR",8,"3285",134.51,0,14.6,0.49,17.64
"KAI",3,"3286",100.24,54.17,7.73,0.69,10.67
"KAI",3,"3287",105.52,57.44,9.16,0.82,12.56
"KAI",3,"3288",102.86,53.87,8.95,0.8,12.05
"KAI",3,"3289",96.54,52.56,6.88,0.6,10.1
"KAI",3,"3290",111.83,61.57,8.31,0.75,12.25
"KALU",5,"3291",320.6,254.7,14.9,0.82,29.8
"KALU",5,"3292",355.3,277.8,36,2,59.5
"KALU",5,"3293",331.9,252.4,24.5,1.39,45.3
"KALU",5,"3294",334.9,250.4,26,1.81,46.8
"KALU",5,"3295",343.2,266.9,26.3,1.44,44.8
"KAMN",5,"3296",453.47,317.98,17.45,0.62,31.06
"KAMN",5,"3297",435.94,311.12,6.29,0.22,14.21
"KAMN",5,"3298",433.06,297.66,15.13,0.53,26.66
"KAMN",5,"3299",470.64,326.88,16.5,0.59,29.84
"KAMN",5,"3300",451.2,316.77,9.78,0.35,18.35
"KBAL",3,"3301",169.89,114.13,8.72,0.23,13.03
"KBAL",3,"3302",153.07,102.02,7.23,0.19,10.95
"KBAL",3,"3303",175,116.31,11,0.26,17.3
"KBAL",3,"3304",164.68,111.04,6.28,0.19,9.46000000000001
"KBAL",3,"3305",150.04,104.22,2.76,0.12,4.29999999999998
"KBH",1,"3306",818.6,698.08,14.26,0.15,26.8100000000001
"KBH",1,"3307",678.37,568.82,13.13,0.14,20.76
"KBH",1,"3308",1191.94,1023.08,37.53,0.4,58.1100000000001
"KBH",1,"3309",913.28,760.49,39.36,0.42,53.76
"KBH",1,"3310",811.05,688.71,15.6,0.17,27.66
"KE",8,"3311",220.4,203.44,5.77,0.2,8.78999999999999
"KE",8,"3312",232.93,214.21,8.12,0.3,9.54000000000002
"KE",8,"3313",230.26,209.71,7.81,0.28,12.24
"KE",8,"3314",226.45,208.13,10.12,0.23,13.75
"KE",8,"3315",214.11,197.93,7.48,0.26,7.08000000000001
"KELYA",5,"3316",1289.7,1058.1,12.2,0.36,16.4000000000001
"KELYA",5,"3317",1304.4,1076.4,19.8,0.5,19.8000000000002
"KELYA",5,"3318",1375.5,1145,8.9,0.31,9.90000000000009
"KELYA",5,"3319",1349.1,1116.4,11.2,0.29,14.6999999999998
"KELYA",5,"3320",1247.8,1032.7,80.9,2.06,18.8
"KELYA",5,"3321",1247.8,1032.7,80.9,2.06,18.8
"KELYA",5,"3322",1289.7,1058.1,12.2,0.36,16.4000000000001
"KELYA",5,"3323",1304.4,1076.4,19.8,0.5,19.8000000000002
"KELYA",5,"3324",1375.5,1145,8.9,0.31,9.90000000000009
"KELYA",5,"3325",1349.1,1116.4,11.2,0.29,14.6999999999998
"KERX",7,"3326",11.82,5.06,-23.02,-0.21,-23.11
"KERX",7,"3327",11.82,5.06,-23.02,-0.21,-23.11
"KERX",7,"3328",9.53,14.22,-33.78,-0.32,-33.91
"KERX",7,"3329",6.34,18.97,-41.7,-0.39,-41.82
"KERX",7,"3330",9.29,5.7,-44.65,-0.42,-23.63
"KERX",7,"3331",6.83,1.8,-40.96,-0.39,-23.39
"KERX",7,"3332",9.29,5.7,-44.65,-0.42,-23.63
"KERX",7,"3333",6.83,1.8,-40.96,-0.39,-23.39
"KERX",7,"3334",9.53,14.22,-33.78,-0.32,-33.91
"KERX",7,"3335",6.34,18.97,-41.7,-0.39,-41.82
"KEYW",2,"3336",68.93,48.2,-3.21,-0.08,-0.539999999999992
"KEYW",2,"3337",68.26,47.89,-3.88,-0.08,-1.25999999999999
"KEYW",2,"3338",73.64,50.8,-15.41,0.05,4.94
"KEYW",2,"3339",73.35,49.47,-9.57,-0.01,5.06999999999999
"KEYW",2,"3340",72.11,48.31,2.46,0.08,4.23999999999999
"KFRC",8,"3341",333.99,236.86,5.9,0.23,10.41
"KFRC",8,"3342",322.2,225.01,3.65,0.14,9.40999999999997
"KFRC",8,"3343",326,226.35,9.24,0.36,15.48
"KFRC",8,"3344",336.46,231.08,9.02,0.34,15.39
"KFRC",8,"3345",335.05,228.76,10.86,0.41,18.45
"KFY",5,"3346",807.89,66.06,33.36,0.89,51.0699999999999
"KFY",5,"3347",392.93,34.14,3.21,0.36,4.50999999999999
"KFY",5,"3348",417.16,38.17,5.86,0.4,4.84000000000003
"KFY",5,"3349",394.19,28.82,23.9,0.47,30.54
"KFY",5,"3350",358.88,32.22,-15.99,0.55,-14.07
"KIRK",7,"3351",138.24,87.76,-0.85,-0.05,-1.60999999999999
"KIRK",7,"3352",123.02,80.74,-3.57,-0.22,-5.89
"KIRK",7,"3353",132.84,85.22,-1.44,-0.09,-2.28
"KIRK",7,"3354",203.16,123.98,14.54,0.85,22.98
"KIRK",7,"3355",129.91,80.37,0.92,0.06,1.52000000000001
"KITE",7,"3356",9.84,0,-90.4,-1.74,-91.91
"KITE",7,"3357",4.91,0,-84.94,-1.73,-86.37
"KITE",7,"3358",4.79,0,-64.27,-1.31,-66.09
"KITE",7,"3359",5.13,0,-43.92,-0.9,-45.78
"KITE",7,"3360",7.34,0,-73.95,-1.49,-74.95
